,M
12904,-0.27531472
12905,-0.37110016
12906,-0.2846196
12907,-0.25013682
12908,-0.08264915
12909,-0.012041599
12910,0.10344828
12911,0.14614122
12912,0.041050903
12913,-0.024630541
12914,-0.08210181
12915,-0.15489875
12916,-0.055829227
12917,0.049261082
12918,0.15654078
12919,0.26382047
12920,0.26108375
12921,0.242474
12922,0.29282978
12923,0.21729611
12924,0.4198139
12925,-0.14668857
12926,-0.64203614
12927,-0.70279145
12928,-0.58949095
12929,-0.16858238
12930,0.11658456
12931,0.06458675
12932,0.10892173
12933,0.31910235
12934,0.20415983
12935,0.12862617
12936,-0.14340448
12937,-0.36507937
12938,-0.33333334
12939,-0.26108375
12940,-0.21565408
12941,-0.11001642
12942,-0.013136289
12943,0.17515051
12944,0.31746033
12945,0.25287357
12946,0.12096333
12947,0.14997263
12948,0.10290093
12949,0.15216202
12950,0.19485496
12951,0.2895457
12952,0.3617953
12953,0.35139573
12954,0.28407225
12955,0.33497536
12956,0.31198686
12957,0.42200327
12958,-0.106732346
12959,-0.7334428
12960,-0.7629995
12961,-0.7285167
12962,-0.35084838
12963,-0.10837439
12964,-0.12753147
12965,-0.136289
12966,0.18555008
12967,0.12807882
12968,0.0021893815
12969,-0.25177887
12970,-0.42474002
12971,-0.41926655
12972,-0.29064038
12973,-0.2714833
12974,-0.22988506
12975,-0.10399562
12976,0.03667214
12977,0.11548988
12978,-0.02134647
12979,-0.1412151
12980,-0.16365626
12981,-0.16365626
12982,-0.106185004
12983,-0.031746034
12984,0.058565956
12985,0.21784346
12986,0.24904214
12987,0.25342092
12988,0.348659
12989,0.36343732
12990,0.3607006
12991,0.16256158
12992,-0.591133
12993,-0.64094144
12994,-0.52380955
12995,-0.28845102
12996,-0.11713191
12997,-0.04269294
12998,-0.03776683
12999,0.33607006
13000,0.31636563
13001,0.1844554
13002,0.039956212
13003,-0.13957307
13004,-0.11111111
13005,0.014778325
13006,-0.0032840723
13007,0.05528188
13008,0.14997263
13009,0.36015326
13010,0.45046523
13011,0.33223864
13012,0.14285715
13013,0.092501365
13014,0.010946907
13015,-0.009852217
13016,-0.004378763
13017,0.06403941
13018,0.24411604
13019,0.37821564
13020,0.42802408
13021,0.4586754
13022,0.4800219
13023,0.46250683
13024,0.529283
13025,-0.22003284
13026,-0.4329502
13027,-0.43513957
13028,-0.33004925
13029,-0.1423098
13030,0.02846196
13031,-0.11494253
13032,0.10180624
13033,0.26929393
13034,0.06403941
13035,-0.17898194
13036,-0.38423645
13037,-0.40229884
13038,-0.3475643
13039,-0.36453202
13040,-0.38752052
13041,-0.24575807
13042,-0.0016420361
13043,0.098522164
13044,0.0892173
13045,-0.08045977
13046,-0.120415986
13047,-0.26272577
13048,-0.23973727
13049,-0.29392448
13050,-0.2304324
13051,-0.10454296
13052,0.13902572
13053,0.26382047
13054,0.2955665
13055,0.32293376
13056,0.36726874
13057,0.6102901
13058,0.16256158
13059,-0.46579093
13060,-0.3727422
13061,-0.28845102
13062,-0.10509031
13063,0.04378763
13064,0.10946908
13065,0.24958949
13066,0.5522715
13067,0.4800219
13068,0.26436782
13069,0.111658454
13070,0.038314175
13071,0.053092502
13072,-0.0771757
13073,-0.25177887
13074,-0.2353585
13075,0.0032840723
13076,0.1412151
13077,0.19485496
13078,0.1122058
13079,0.04597701
13080,0.050355773
13081,-0.007662835
13082,-0.17405583
13083,-0.11713191
13084,0.041050903
13085,0.11603722
13086,0.15051998
13087,0.1844554
13088,0.1904762
13089,0.21729611
13090,0.30103996
13091,0.29939792
13092,-0.44061303
13093,-0.62835246
13094,-0.5358511
13095,-0.3437329
13096,-0.2545156
13097,-0.13409962
13098,-0.1713191
13099,0.31527093
13100,0.44663382
13101,0.14997263
13102,0.0021893815
13103,0.0016420361
13104,-0.10290093
13105,-0.10892173
13106,-0.33497536
13107,-0.44225505
13108,-0.24958949
13109,-0.036124796
13110,0.04761905
13111,0.06130268
13112,0.012041599
13113,0.048166394
13114,-0.013136289
13115,-0.13847838
13116,-0.08538588
13117,0.07006021
13118,0.15216202
13119,0.25287357
13120,0.28680897
13121,0.30925015
13122,0.38642582
13123,0.33825943
13124,0.50027364
13125,0.11713191
13126,-0.39408866
13127,-0.21620142
13128,-0.1833607
13129,-0.16310892
13130,-0.09688013
13131,-0.0651341
13132,0.13683635
13133,0.4586754
13134,0.23207444
13135,0.053092502
13136,0.08264915
13137,0.0016420361
13138,-0.1012589
13139,-0.33497536
13140,-0.5522715
13141,-0.45648605
13142,-0.22495896
13143,-0.18500273
13144,-0.11548988
13145,-0.009852217
13146,0.07060755
13147,-0.03448276
13148,-0.1302682
13149,-0.10454296
13150,-0.04159825
13151,0.03667214
13152,0.14942528
13153,0.13464697
13154,0.16256158
13155,0.2616311
13156,0.24904214
13157,0.26491517
13158,0.3546798
13159,-0.4449918
13160,-0.58347017
13161,-0.46305418
13162,-0.50355774
13163,-0.5062945
13164,-0.3218391
13165,-0.26327312
13166,0.06622879
13167,0.16748768
13168,0.067870826
13169,0.017515052
13170,0.067870826
13171,-0.08045977
13172,-0.14778325
13173,-0.44444445
13174,-0.378763
13175,-0.31198686
13176,-0.26546252
13177,-0.25068417
13178,-0.10892173
13179,-0.07279693
13180,-0.04159825
13181,-0.12151067
13182,-0.15982485
13183,-0.12588944
13184,0.024630541
13185,0.06130268
13186,0.09688013
13187,0.25779969
13188,0.23590586
13189,0.2824302
13190,0.37602627
13191,0.5489874
13192,0.27750412
13193,-0.272578
13194,-0.16256158
13195,-0.136289
13196,-0.22988506
13197,-0.09578544
13198,0.010946907
13199,0.2665572
13200,0.54789275
13201,0.3968254
13202,0.27640942
13203,0.40722495
13204,0.332786
13205,0.06458675
13206,-0.25068417
13207,-0.34044883
13208,-0.36617404
13209,-0.30706075
13210,-0.33825943
13211,-0.14942528
13212,0.04488232
13213,0.17350848
13214,0.2293377
13215,0.21674877
13216,0.10290093
13217,0.06622879
13218,-0.0032840723
13219,0.24958949
13220,0.3858785
13221,0.35084838
13222,0.3437329
13223,0.3836891
13224,0.24192666
13225,0.48330596
13226,-0.024083197
13227,-0.06458675
13228,0.14997263
13229,0.032293376
13230,-0.1893815
13231,-0.14012042
13232,-0.136289
13233,0.113300495
13234,0.15763547
13235,0.06294472
13236,0.16365626
13237,0.19813903
13238,0.087027915
13239,0.021893814
13240,-0.19485496
13241,-0.30213463
13242,-0.26600984
13243,-0.27203065
13244,-0.23097976
13245,-0.054187194
13246,0.030103996
13247,0.07279693
13248,0.09742748
13249,0.10399562
13250,0.12972085
13251,0.074986316
13252,0.105637655
13253,0.26710454
13254,0.24083197
13255,0.14559387
13256,0.19704433
13257,0.15544608
13258,0.2605364
13259,0.099616855
13260,-0.39135194
13261,-0.14504652
13262,-0.14012042
13263,-0.30596608
13264,-0.34044883
13265,-0.2244116
13266,-0.166393
13267,0.00711549
13268,-0.20634921
13269,-0.14285715
13270,-0.07827039
13271,-0.12972085
13272,-0.15270936
13273,-0.13300492
13274,-0.044334974
13275,-0.015873017
13276,-0.06349207
13277,-0.03667214
13278,0.12315271
13279,0.10399562
13280,0.12588944
13281,0.16310892
13282,0.13902572
13283,0.07827039
13284,0.062397372
13285,0.08210181
13286,0.118773945
13287,0.10235359
13288,0.079912424
13289,0.03776683
13290,0.079912424
13291,0.0651341
13292,0.14559387
13293,-0.26491517
13294,-0.38916257
13295,-0.2785988
13296,-0.454844
13297,-0.5177887
13298,-0.35741654
13299,-0.27312535
13300,-0.01423098
13301,-0.00821018
13302,-0.0952381
13303,0.1472359
13304,0.20799124
13305,0.11439519
13306,0.08648057
13307,-0.017515052
13308,-0.10946908
13309,-0.07170224
13310,-0.09633279
13311,0.020251779
13312,0.13574165
13313,0.07881773
13314,0.093048714
13315,0.07006021
13316,0.060755335
13317,0.03284072
13318,0.08648057
13319,0.2014231
13320,0.14942528
13321,0.100164205
13322,0.16475096
13323,0.23809524
13324,0.22824302
13325,0.36124796
13326,0.106185004
13327,-0.13738368
13328,0.12370005
13329,-0.07936508
13330,-0.1423098
13331,0.021893814
13332,-0.024083197
13333,0.010946907
13334,0.06294472
13335,-0.06349207
13336,0.14012042
13337,0.23316912
13338,0.21291736
13339,0.18773946
13340,0.118773945
13341,-0.033388067
13342,-0.06732348
13343,-0.1652983
13344,-0.11001642
13345,-0.13793103
13346,-0.22988506
13347,-0.14997263
13348,-0.05199781
13349,-0.11713191
13350,-0.019157087
13351,0.1122058
13352,0.055829227
13353,0.060207993
13354,0.074438974
13355,0.118773945
13356,0.14340448
13357,0.10071155
13358,0.20963328
13359,0.14340448
13360,-0.3234811
13361,0.018609744
13362,0.004378763
13363,-0.18171866
13364,-0.08264915
13365,0.13683635
13366,0.1242474
13367,0.22660099
13368,0.11384784
13369,0.20470718
13370,0.13081555
13371,0.031746034
13372,0.0065681445
13373,0.112753145
13374,-0.04269294
13375,0.004378763
13376,-0.030103996
13377,-0.06951286
13378,-0.15051998
13379,-0.19376026
13380,-0.12588944
13381,-0.107279696
13382,-0.18500273
13383,-0.092501365
13384,0.00821018
13385,-0.027914613
13386,0.10454296
13387,0.09469075
13388,0.16694035
13389,0.23918992
13390,0.23864259
13391,0.26819924
13392,0.3667214
13393,-0.035030104
13394,0.025177887
13395,-0.060755335
13396,-0.29228243
13397,-0.26546252
13398,-0.334428
13399,-0.30213463
13400,-0.1472359
13401,-0.24958949
13402,-0.074438974
13403,0.010946907
13404,-0.067870826
13405,-0.07224959
13406,-0.00821018
13407,-0.16694035
13408,-0.094143406
13409,-0.20197044
13410,-0.25068417
13411,-0.21510673
13412,-0.17405583
13413,-0.15051998
13414,-0.105637655
13415,-0.07334428
13416,-0.022988506
13417,-0.093048714
13418,-0.03448276
13419,0.113300495
13420,0.16475096
13421,0.28407225
13422,0.28626162
13423,0.256705
13424,0.32731253
13425,0.45539135
13426,0.16748768
13427,0.23864259
13428,0.20580186
13429,-0.035030104
13430,-0.08538588
13431,-0.0027367268
13432,-0.1242474
13433,-0.032293376
13434,-0.11384784
13435,-0.0010946908
13436,0.026819924
13437,-0.07224959
13438,-0.04597701
13439,0.019157087
13440,-0.113300495
13441,-0.09195402
13442,-0.106732346
13443,-0.08648057
13444,-0.0060207993
13445,-0.053092502
13446,-0.025725232
13447,-0.00711549
13448,-0.025177887
13449,0.039408866
13450,0.13355227
13451,0.13409962
13452,0.22167487
13453,0.22331691
13454,0.13464697
13455,0.11767925
13456,0.11767925
13457,0.107279696
13458,0.03448276
13459,-0.10071155
13460,-0.12315271
13461,-0.06458675
13462,-0.19485496
13463,-0.17350848
13464,-0.120415986
13465,-0.1012589
13466,-0.06130268
13467,-0.009852217
13468,-0.10946908
13469,-0.074986316
13470,-0.018062398
13471,0.08648057
13472,0.119321294
13473,0.04159825
13474,0.06403941
13475,0.1122058
13476,0.17515051
13477,0.18281336
13478,0.19157088
13479,0.12588944
13480,0.04269294
13481,-0.0060207993
13482,0.041050903
13483,0.0060207993
13484,-0.0005473454
13485,0.054187194
13486,-0.060207993
13487,-0.1652983
13488,-0.13847838
13489,-0.053092502
13490,-0.024630541
13491,0.020251779
13492,-0.024630541
13493,-0.08374384
13494,-0.16584565
13495,-0.15544608
13496,-0.09031199
13497,-0.10235359
13498,-0.106732346
13499,-0.15380405
13500,-0.19704433
13501,-0.16091955
13502,-0.16748768
13503,-0.196497
13504,-0.11001642
13505,-0.033388067
13506,-0.042145595
13507,-0.07936508
13508,0.06896552
13509,0.055829227
13510,-0.009304872
13511,0.039408866
13512,0.013683635
13513,-0.019157087
13514,0.007662835
13515,-0.04597701
13516,-0.05528188
13517,-0.08210181
13518,-0.12260536
13519,-0.13738368
13520,-0.11494253
13521,-0.049261082
13522,0.0021893815
13523,-0.03886152
13524,-0.08374384
13525,-0.050355773
13526,-0.10782704
13527,-0.018609744
13528,0.10180624
13529,0.056376573
13530,-0.032293376
13531,-0.09031199
13532,-0.17186645
13533,-0.09469075
13534,-0.0010946908
13535,-0.025725232
13536,0.079912424
13537,0.016967706
13538,-0.041050903
13539,-0.033935413
13540,0.011494253
13541,0.018062398
13542,0.022988506
13543,-0.027914613
13544,-0.05090312
13545,-0.068418175
13546,-0.11494253
13547,-0.06896552
13548,-0.05528188
13549,-0.018062398
13550,0.017515052
13551,-0.049261082
13552,0.030103996
13553,0.12205802
13554,0.068418175
13555,0.042145595
13556,0.12753147
13557,0.08483853
13558,0.12862617
13559,0.18773946
13560,0.15982485
13561,0.12698413
13562,0.12862617
13563,0.1242474
13564,0.107279696
13565,0.10454296
13566,0.13683635
13567,0.16091955
13568,0.14504652
13569,0.119321294
13570,0.047071703
13571,-0.024630541
13572,0.02134647
13573,0.0021893815
13574,0.025725232
13575,0.0032840723
13576,-0.04269294
13577,-0.061850026
13578,-0.17405583
13579,-0.18773946
13580,-0.087027915
13581,-0.046524357
13582,-0.049808428
13583,-0.08045977
13584,-0.0032840723
13585,0.0065681445
13586,0.06403941
13587,0.11603722
13588,0.15106732
13589,0.1603722
13590,0.10837439
13591,0.07608101
13592,0.06294472
13593,0.031198686
13594,-0.0005473454
13595,-0.04488232
13596,-0.07662835
13597,0.013136289
13598,0.021893814
13599,0.11767925
13600,0.12862617
13601,0.10180624
13602,0.012588943
13603,0.08593322
13604,0.010399562
13605,0.07006021
13606,0.060207993
13607,0.015873017
13608,-0.019704433
13609,-0.015873017
13610,-0.039408866
13611,-0.032293376
13612,-0.051450465
13613,-0.12370005
13614,-0.11056376
13615,-0.17515051
13616,-0.17952928
13617,-0.18226601
13618,-0.12972085
13619,-0.1351943
13620,-0.12205802
13621,-0.1713191
13622,-0.13683635
13623,-0.16475096
13624,-0.13847838
13625,-0.037219487
13626,0.016967706
13627,0.02134647
13628,0.0010946908
13629,0.033388067
13630,0.047071703
13631,0.055829227
13632,0.051450465
13633,0.042145595
13634,-0.007662835
13635,0.019704433
13636,0.106185004
13637,0.16256158
13638,0.15051998
13639,0.18062398
13640,0.099616855
13641,0.06130268
13642,0.07936508
13643,0.093048714
13644,0.039956212
13645,0.0021893815
13646,-0.03776683
13647,-0.092501365
13648,-0.124794744
13649,-0.026272578
13650,0.010399562
13651,0.040503558
13652,0.030103996
13653,-0.022988506
13654,-0.08155446
13655,-0.16146688
13656,-0.10344828
13657,-0.14504652
13658,-0.09688013
13659,-0.08866995
13660,-0.10946908
13661,-0.05090312
13662,0.0049261083
13663,0.01532567
13664,0.087027915
13665,0.093596056
13666,0.060207993
13667,0.0032840723
13668,0.057471264
13669,0.08538588
13670,0.06732348
13671,0.09469075
13672,0.074438974
13673,0.024083197
13674,0.015873017
13675,0.05801861
13676,0.060207993
13677,0.14012042
13678,0.16146688
13679,0.15216202
13680,0.120415986
13681,0.1423098
13682,0.13902572
13683,0.105637655
13684,0.10837439
13685,0.059660647
13686,0.039956212
13687,0.06732348
13688,0.06294472
13689,0.124794744
13690,0.119868636
13691,0.011494253
13692,0.026819924
13693,0.020799125
13694,-0.014778325
13695,-0.04488232
13696,-0.08757526
13697,-0.13683635
13698,-0.16912971
13699,-0.1351943
13700,-0.0021893815
13701,0.07881773
13702,0.074986316
13703,0.11713191
13704,0.08264915
13705,-0.023535851
13706,-0.04159825
13707,-0.0591133
13708,-0.106185004
13709,-0.14668857
13710,-0.04159825
13711,-0.07334428
13712,-0.06403941
13713,0.0060207993
13714,0.13081555
13715,0.17679256
13716,0.06568144
13717,0.058565956
13718,0.08264915
13719,0.056376573
13720,0.053092502
13721,0.07334428
13722,0.041050903
13723,0.08757526
13724,-0.020799125
13725,0.0027367268
13726,0.012588943
13727,0.016967706
13728,-0.037219487
13729,-0.035030104
13730,-0.0591133
13731,-0.074986316
13732,-0.03667214
13733,-0.045429666
13734,-0.021893814
13735,0.0054734536
13736,0.05528188
13737,-0.0060207993
13738,-0.0054734536
13739,0.060207993
13740,0.0892173
13741,0.08593322
13742,0.08976464
13743,-0.008757526
13744,-0.07608101
13745,0.012041599
13746,0.06130268
13747,0.012041599
13748,0.043240286
13749,-0.020251779
13750,-0.07334428
13751,-0.0054734536
13752,0.04269294
13753,0.08483853
13754,0.05692392
13755,0.00821018
13756,-0.07170224
13757,-0.09469075
13758,-0.013136289
13759,-0.036124796
13760,-0.04761905
13761,-0.035030104
13762,-0.11439519
13763,-0.19430761
13764,-0.13738368
13765,-0.10946908
13766,-0.0711549
13767,-0.111658454
13768,-0.14285715
13769,-0.17515051
13770,-0.14997263
13771,-0.092501365
13772,-0.05692392
13773,-0.03448276
13774,0.009304872
13775,-0.012041599
13776,-0.030103996
13777,0.09742748
13778,0.18883416
13779,0.19211823
13780,0.19430761
13781,0.1893815
13782,0.1182266
13783,0.08155446
13784,0.14559387
13785,0.13409962
13786,0.06130268
13787,0.079912424
13788,0.007662835
13789,-0.09031199
13790,-0.04159825
13791,-0.03776683
13792,-0.009304872
13793,-0.018062398
13794,-0.0038314175
13795,0.01532567
13796,0.0016420361
13797,0.04159825
13798,0.04488232
13799,0.06349207
13800,0.049261082
13801,0.11384784
13802,0.20032841
13803,0.08976464
13804,0.10399562
13805,0.13355227
13806,0.05801861
13807,-0.0049261083
13808,-0.10344828
13809,-0.13902572
13810,-0.16694035
13811,-0.16912971
13812,-0.10180624
13813,-0.08264915
13814,-0.10399562
13815,-0.11439519
13816,-0.06951286
13817,-0.020799125
13818,-0.06349207
13819,0.0027367268
13820,-0.07006021
13821,-0.09797482
13822,-0.033935413
13823,0.033388067
13824,0.051450465
13825,-0.052545156
13826,-0.06732348
13827,-0.05199781
13828,-0.024083197
13829,0.042145595
13830,0.073891625
13831,0.07553366
13832,0.04871374
13833,0.024083197
13834,0.016967706
13835,0.033388067
13836,0.106732346
13837,0.025725232
13838,-0.0021893815
13839,-0.040503558
13840,-0.15544608
13841,-0.16694035
13842,-0.0831965
13843,-0.094143406
13844,-0.14778325
13845,-0.13300492
13846,-0.13191023
13847,-0.17788725
13848,-0.081007116
13849,-0.030103996
13850,-0.015873017
13851,0.023535851
13852,0.07936508
13853,0.13574165
13854,0.08155446
13855,0.12972085
13856,0.004378763
13857,0.004378763
13858,-0.007662835
13859,-0.107279696
13860,-0.07827039
13861,-0.0021893815
13862,-0.020799125
13863,0.0038314175
13864,-0.016967706
13865,-0.100164205
13866,-0.105637655
13867,-0.09085933
13868,-0.017515052
13869,-0.106732346
13870,-0.15654078
13871,-0.1592775
13872,-0.26929393
13873,-0.34318554
13874,-0.16967706
13875,-0.07936508
13876,-0.10782704
13877,-0.10892173
13878,-0.10509031
13879,-0.18171866
13880,-0.20415983
13881,-0.1532567
13882,-0.15599343
13883,-0.11603722
13884,-0.073891625
13885,-0.08866995
13886,-0.031198686
13887,0.018062398
13888,0.032293376
13889,0.14012042
13890,0.1652983
13891,0.08593322
13892,0.0054734536
13893,0.012588943
13894,0.111658454
13895,0.1122058
13896,0.062397372
13897,0.021893814
13898,0.02846196
13899,0.010946907
13900,0.118773945
13901,0.0771757
13902,0.05199781
13903,0.04159825
13904,0.013683635
13905,0.106185004
13906,0.18719211
13907,0.19704433
13908,0.15873016
13909,0.19704433
13910,0.16091955
13911,0.27695677
13912,0.13245758
13913,-0.025725232
13914,-0.031746034
13915,-0.1652983
13916,-0.09797482
13917,-0.2484948
13918,-0.4039409
13919,-0.38533115
13920,-0.3355227
13921,-0.20306513
13922,-0.10454296
13923,-0.12588944
13924,-0.11001642
13925,-0.00821018
13926,0.16201423
13927,0.13738368
13928,0.20580186
13929,0.100164205
13930,0.0831965
13931,0.053639848
13932,0.004378763
13933,-0.05199781
13934,-0.1904762
13935,-0.20580186
13936,-0.21455939
13937,-0.14066777
13938,-0.061850026
13939,0.025177887
13940,0.0952381
13941,0.11767925
13942,0.21839081
13943,0.27476737
13944,0.23097976
13945,0.22714832
13946,0.18171866
13947,0.15106732
13948,0.12643678
13949,0.054187194
13950,0.009304872
13951,-0.0038314175
13952,0.017515052
13953,-0.015873017
13954,0.0049261083
13955,-0.031746034
13956,-0.06732348
13957,-0.007662835
13958,0.08593322
13959,0.14668857
13960,0.15708812
13961,0.15763547
13962,0.17515051
13963,0.19923371
13964,0.26108375
13965,0.19759168
13966,0.1483306
13967,0.18609743
13968,0.1423098
13969,0.10071155
13970,0.09085933
13971,0.0711549
13972,0.008757526
13973,-0.0032840723
13974,0.0060207993
13975,0.052545156
13976,0.20032841
13977,0.35139573
13978,0.37493157
13979,0.41817185
13980,0.18883416
13981,-0.053092502
13982,-0.105637655
13983,-0.1351943
13984,-0.2014231
13985,-0.26929393
13986,-0.36288998
13987,-0.4969896
13988,-0.3836891
13989,-0.15216202
13990,-0.05199781
13991,-0.092501365
13992,0.04159825
13993,0.11056376
13994,0.14395183
13995,0.16256158
13996,0.20197044
13997,0.09085933
13998,0.10290093
13999,0.09578544
14000,0.023535851
14001,-0.04269294
14002,-0.11658456
14003,-0.1773399
14004,-0.19594964
14005,-0.094143406
14006,-0.11494253
14007,-0.17460318
14008,-0.062397372
14009,0.08483853
14010,0.111658454
14011,0.1713191
14012,0.22167487
14013,0.21565408
14014,0.23590586
14015,0.22824302
14016,0.26710454
14017,0.21948549
14018,0.15270936
14019,0.010946907
14020,-0.07881773
14021,-0.10071155
14022,-0.07060755
14023,-0.068418175
14024,-0.106732346
14025,-0.21839081
14026,-0.28790367
14027,-0.23481117
14028,-0.11494253
14029,-0.11658456
14030,-0.13464697
14031,-0.09688013
14032,-0.0651341
14033,-0.06130268
14034,-0.10344828
14035,-0.12205802
14036,-0.1603722
14037,-0.16912971
14038,-0.12315271
14039,-0.043240286
14040,0.053639848
14041,0.1784346
14042,0.21839081
14043,0.15106732
14044,0.15654078
14045,0.20306513
14046,0.21948549
14047,0.30268198
14048,0.16146688
14049,-0.1833607
14050,-0.33825943
14051,-0.23426382
14052,-0.19594964
14053,-0.2545156
14054,-0.394636
14055,-0.40339354
14056,-0.31746033
14057,-0.21674877
14058,-0.08210181
14059,-0.049808428
14060,-0.0010946908
14061,0.08866995
14062,0.13300492
14063,0.20689656
14064,0.21018063
14065,0.07881773
14066,0.04378763
14067,0.120415986
14068,0.15489875
14069,0.15654078
14070,-0.01423098
14071,-0.045429666
14072,-0.033935413
14073,-0.07772304
14074,-0.08538588
14075,-0.14614122
14076,-0.16201423
14077,-0.099616855
14078,-0.010399562
14079,0.07170224
14080,0.12315271
14081,0.1483306
14082,0.068418175
14083,0.05090312
14084,0.10399562
14085,0.10946908
14086,0.09469075
14087,0.03886152
14088,-0.05199781
14089,-0.058565956
14090,-0.07881773
14091,-0.03667214
14092,0.024083197
14093,0.0005473454
14094,0.0
14095,0.012041599
14096,-0.029009305
14097,-0.040503558
14098,-0.031746034
14099,-0.12315271
14100,-0.1242474
14101,-0.03557745
14102,0.017515052
14103,-0.0016420361
14104,0.022988506
14105,0.046524357
14106,0.043240286
14107,0.023535851
14108,-0.037219487
14109,-0.1012589
14110,-0.07060755
14111,-0.029009305
14112,-0.010946907
14113,0.014778325
14114,0.04761905
14115,0.12151067
14116,0.24794745
14117,0.394636
14118,0.35303777
14119,0.074986316
14120,-0.0049261083
14121,0.039408866
14122,0.124794744
14123,0.08976464
14124,-0.12643678
14125,-0.17898194
14126,-0.07772304
14127,-0.053639848
14128,-0.02244116
14129,-0.15270936
14130,-0.11603722
14131,0.051450465
14132,0.14614122
14133,0.24521072
14134,0.27531472
14135,0.19813903
14136,0.17186645
14137,0.19266558
14138,0.24356869
14139,0.23207444
14140,0.0952381
14141,-0.010946907
14142,-0.0065681445
14143,0.05199781
14144,-0.02134647
14145,-0.07334428
14146,-0.119321294
14147,-0.13574165
14148,-0.081007116
14149,-0.01423098
14150,-0.058565956
14151,-0.013136289
14152,-0.08648057
14153,-0.08538588
14154,-0.035030104
14155,-0.0711549
14156,-0.014778325
14157,0.013683635
14158,-0.062397372
14159,-0.13793103
14160,-0.1904762
14161,-0.2966612
14162,-0.31910235
14163,-0.3087028
14164,-0.2977559
14165,-0.29064038
14166,-0.31636563
14167,-0.26600984
14168,-0.18281336
14169,-0.06622879
14170,-0.053092502
14171,-0.10071155
14172,-0.08429119
14173,0.012041599
14174,0.07006021
14175,0.07827039
14176,0.021893814
14177,0.05090312
14178,-0.032293376
14179,0.04761905
14180,0.16256158
14181,0.16967706
14182,0.1592775
14183,0.18719211
14184,0.20580186
14185,0.29885057
14186,0.29501915
14187,0.2353585
14188,0.3207444
14189,0.23809524
14190,0.0021893815
14191,-0.08045977
14192,-0.0065681445
14193,0.044334974
14194,0.017515052
14195,-0.23371647
14196,-0.32512316
14197,-0.1773399
14198,-0.11658456
14199,-0.16256158
14200,-0.2977559
14201,-0.2074439
14202,-0.113300495
14203,-0.018609744
14204,-0.007662835
14205,0.02244116
14206,0.014778325
14207,0.08593322
14208,0.05528188
14209,-0.018062398
14210,-0.009852217
14211,-0.10290093
14212,-0.15873016
14213,-0.112753145
14214,-0.092501365
14215,-0.12370005
14216,-0.17186645
14217,-0.14887795
14218,-0.074438974
14219,-0.025177887
14220,0.029009305
14221,-0.031746034
14222,-0.03065134
14223,0.037219487
14224,0.02244116
14225,0.030103996
14226,0.023535851
14227,-0.049261082
14228,-0.012041599
14229,0.039408866
14230,-0.032293376
14231,-0.1724138
14232,-0.17350848
14233,-0.1423098
14234,-0.14176245
14235,-0.100164205
14236,-0.16256158
14237,-0.12972085
14238,-0.019157087
14239,0.10180624
14240,0.118773945
14241,0.106732346
14242,0.07881773
14243,0.1423098
14244,0.16803503
14245,0.15708812
14246,0.19868638
14247,0.22769567
14248,0.2616311
14249,0.21620142
14250,0.17569786
14251,0.13409962
14252,0.17679256
14253,0.18555008
14254,0.18390805
14255,0.19704433
14256,0.118773945
14257,0.13793103
14258,0.2074439
14259,0.196497
14260,0.1291735
14261,-0.08210181
14262,-0.031746034
14263,-0.008757526
14264,-0.019704433
14265,-0.1012589
14266,-0.2736727
14267,-0.21291736
14268,-0.12205802
14269,-0.042145595
14270,-0.1773399
14271,-0.30815545
14272,-0.24302134
14273,-0.081007116
14274,-0.11001642
14275,-0.16420361
14276,-0.26600984
14277,-0.19868638
14278,-0.02134647
14279,0.0831965
14280,0.012041599
14281,0.036124796
14282,0.106185004
14283,0.12315271
14284,0.18062398
14285,0.15270936
14286,0.11111111
14287,0.09469075
14288,0.07936508
14289,0.04378763
14290,0.0065681445
14291,-0.012588943
14292,-0.07608101
14293,-0.055829227
14294,-0.09688013
14295,-0.07170224
14296,-0.049808428
14297,0.0021893815
14298,-0.018609744
14299,0.035030104
14300,-0.033935413
14301,-0.106185004
14302,-0.07881773
14303,0.08538588
14304,0.13464697
14305,0.092501365
14306,0.07060755
14307,-0.0060207993
14308,0.113300495
14309,0.26217842
14310,0.17788725
14311,0.09742748
14312,0.08648057
14313,0.094143406
14314,0.08155446
14315,0.04269294
14316,0.10071155
14317,0.11713191
14318,0.09797482
14319,0.013136289
14320,-0.062397372
14321,-0.03557745
14322,0.025725232
14323,0.03886152
14324,0.014778325
14325,0.0
14326,0.01532567
14327,0.060755335
14328,0.08264915
14329,0.053639848
14330,0.099616855
14331,0.053639848
14332,0.081007116
14333,0.12698413
14334,0.08429119
14335,0.0010946908
14336,-0.119321294
14337,-0.12972085
14338,0.035030104
14339,0.01423098
14340,-0.18992884
14341,-0.15599343
14342,0.0005473454
14343,0.10509031
14344,0.106732346
14345,0.007662835
14346,-0.019704433
14347,-0.055829227
14348,-0.013136289
14349,0.05473454
14350,0.0016420361
14351,-0.01642036
14352,0.08648057
14353,0.029009305
14354,-0.04488232
14355,0.018062398
14356,0.03284072
14357,0.02846196
14358,0.06951286
14359,0.06896552
14360,-0.013136289
14361,0.024083197
14362,0.09688013
14363,0.13738368
14364,0.17515051
14365,0.17679256
14366,0.16912971
14367,0.23207444
14368,0.26327312
14369,0.23152709
14370,0.1724138
14371,0.14340448
14372,0.17460318
14373,0.058565956
14374,-0.00821018
14375,-0.007662835
