,M
7709,-0.00711549
7710,0.08045977
7711,0.15763547
7712,0.166393
7713,0.17405583
7714,0.15708812
7715,0.14997263
7716,0.19102353
7717,0.25068417
7718,0.2846196
7719,0.3979201
7720,0.19485496
7721,0.11384784
7722,-0.012588943
7723,-0.20580186
7724,-0.41762453
7725,-0.515052
7726,-0.4729064
7727,-0.30596608
7728,-0.23809524
7729,-0.06458675
7730,-0.04597701
7731,0.0016420361
7732,-0.010399562
7733,-0.073891625
7734,-0.18500273
7735,-0.124794744
7736,-0.15818281
7737,-0.14340448
7738,-0.05473454
7739,-0.06951286
7740,-0.120415986
7741,-0.14066777
7742,-0.16146688
7743,-0.20415983
7744,-0.2025178
7745,-0.093596056
7746,-0.09469075
7747,-0.058565956
7748,0.16803503
7749,0.1833607
7750,0.2025178
7751,0.13793103
7752,0.21291736
7753,0.08264915
7754,-0.16201423
7755,-0.16858238
7756,-0.16584565
7757,-0.18281336
7758,-0.14504652
7759,-0.124794744
7760,0.061850026
7761,0.037219487
7762,-0.06568144
7763,-0.07662835
7764,-0.08757526
7765,0.04488232
7766,0.2474001
7767,0.37328956
7768,0.47454843
7769,0.5555556
7770,0.6059113
7771,0.71319103
7772,0.22660099
7773,-0.3557745
7774,-0.26874658
7775,-0.34811166
7776,-0.23481117
7777,0.27422002
7778,0.23371647
7779,0.3114395
7780,0.58237547
7781,0.45429665
7782,0.46962234
7783,0.4477285
7784,0.21784346
7785,0.04597701
7786,0.12588944
7787,-0.09633279
7788,-0.11767925
7789,-0.18500273
7790,-0.24630542
7791,-0.23097976
7792,-0.20689656
7793,-0.087027915
7794,0.1844554
7795,0.22386426
7796,0.23097976
7797,0.0651341
7798,0.113300495
7799,0.26819924
7800,0.113300495
7801,-0.12096333
7802,-0.29392448
7803,-0.3858785
7804,-0.23809524
7805,-0.074438974
7806,-0.05528188
7807,-0.01642036
7808,-0.066776134
7809,-0.10509031
7810,-0.11056376
7811,-0.20580186
7812,-0.1844554
7813,0.04159825
7814,0.14449918
7815,0.31308156
7816,0.47783253
7817,0.5084838
7818,0.47837985
7819,0.2545156
7820,0.19759168
7821,-0.2014231
7822,-0.29939792
7823,-0.378763
7824,-0.49534756
7825,-0.38861522
7826,-0.25998905
7827,-0.2846196
7828,0.013136289
7829,0.031746034
7830,0.039956212
7831,0.14614122
7832,0.2474001
7833,0.34099618
7834,0.40722495
7835,0.20306513
7836,0.25725234
7837,0.14887795
7838,0.13191023
7839,-0.10946908
7840,-0.77011496
7841,-0.8746579
7842,-0.8730159
7843,-0.7235906
7844,-0.0892173
7845,-0.015873017
7846,0.011494253
7847,0.4378763
7848,0.41050902
7849,0.5561029
7850,0.63163656
7851,0.334428
7852,0.1603722
7853,-0.0010946908
7854,0.05528188
7855,-0.0021893815
7856,-0.24302134
7857,-0.18281336
7858,-0.36836344
7859,-0.3957307
7860,-0.35084838
7861,-0.45922276
7862,-0.20634921
7863,0.068418175
7864,-0.05090312
7865,0.004378763
7866,0.14778325
7867,0.26108375
7868,0.52654624
7869,0.40010947
7870,0.13793103
7871,0.09195402
7872,0.010399562
7873,0.027914613
7874,-0.03776683
7875,-0.24356869
7876,-0.27476737
7877,-0.39025724
7878,-0.4570334
7879,-0.46360153
7880,-0.2676519
7881,-0.030103996
7882,0.18828681
7883,0.30322933
7884,0.42638204
7885,0.46141216
7886,0.44444445
7887,0.3979201
7888,0.33607006
7889,0.31636563
7890,-0.0831965
7891,-0.026819924
7892,-0.05090312
7893,-0.08812261
7894,-0.136289
7895,-0.21072797
7896,-0.31308156
7897,-0.08155446
7898,-0.06294472
7899,0.04378763
7900,0.19594964
7901,0.4039409
7902,0.50136834
7903,0.6217843
7904,0.39846742
7905,0.38806787
7906,-0.18117131
7907,-0.59386975
7908,-0.5041051
7909,-0.6825397
7910,-0.29337713
7911,0.23262179
7912,0.1122058
7913,0.25123152
7914,0.27093595
7915,0.20087576
7916,0.41269842
7917,0.30322933
7918,0.22605364
7919,0.10892173
7920,-0.11658456
7921,-0.015873017
7922,0.17569786
7923,0.52435684
7924,0.38861522
7925,0.049808428
7926,0.06458675
7927,-0.17952928
7928,-0.19266558
7929,-0.22988506
7930,-0.45922276
7931,-0.39135194
7932,-0.30487138
7933,-0.41434044
7934,-0.17077176
7935,0.041050903
7936,0.15544608
7937,0.334428
7938,0.19321291
7939,-0.1302682
7940,-0.15708812
7941,-0.21072797
7942,-0.166393
7943,-0.22058019
7944,-0.3497537
7945,-0.2304324
7946,-0.14614122
7947,-0.12807882
7948,0.039956212
7949,0.11658456
7950,0.21291736
7951,0.2545156
7952,0.07553366
7953,0.112753145
7954,0.14066777
7955,0.04378763
7956,0.1182266
7957,0.068418175
7958,0.18007663
7959,-0.21401204
7960,-0.14559387
7961,-0.16146688
7962,-0.22660099
7963,-0.15599343
7964,-0.17460318
7965,-0.29830322
7966,0.016967706
7967,0.06458675
7968,0.10454296
7969,0.08812261
7970,0.15818281
7971,0.26108375
7972,0.42145595
7973,0.21674877
7974,-0.43240285
7975,-0.773399
7976,-0.8325123
7977,-0.84510124
7978,-0.42474002
7979,-0.15599343
7980,0.041050903
7981,0.17624521
7982,0.07553366
7983,0.0831965
7984,0.18281336
7985,0.2846196
7986,0.37000546
7987,0.16201423
7988,0.03776683
7989,-0.01642036
7990,0.25725234
7991,0.5188834
7992,0.52873564
7993,0.5730706
7994,-0.024630541
7995,-0.1291735
7996,-0.21346469
7997,-0.15380405
7998,-0.13300492
7999,-0.19868638
8000,-0.22660099
8001,0.059660647
8002,0.02846196
8003,0.21729611
8004,0.4729064
8005,0.5703339
8006,0.52435684
8007,0.33935413
8008,-0.01532567
8009,-0.27203065
8010,-0.46250683
8011,-0.45265463
8012,-0.3459223
8013,-0.33607006
8014,-0.20853859
8015,-0.08483853
8016,0.074986316
8017,0.1122058
8018,0.09906951
8019,0.09633279
8020,0.17186645
8021,0.1603722
8022,0.18171866
8023,0.28845102
8024,0.3125342
8025,0.32512316
8026,0.2293377
8027,0.33004925
8028,0.07608101
8029,-0.35358512
8030,-0.16694035
8031,-0.22605364
8032,-0.15818281
8033,-0.10454296
8034,-0.02955665
8035,0.14559387
8036,0.43349755
8037,0.3097975
8038,0.27476737
8039,0.23864259
8040,0.26272577
8041,0.49972633
8042,0.39518335
8043,-0.33114395
8044,-0.5851122
8045,-0.8773946
8046,-0.8040503
8047,-0.47619048
8048,-0.32895458
8049,-0.098522164
8050,-0.043240286
8051,-0.08976464
8052,0.13902572
8053,0.24794745
8054,0.17296115
8055,0.17898194
8056,-0.044334974
8057,-0.2304324
8058,-0.2605364
8059,-0.00711549
8060,0.37931034
8061,0.61904764
8062,0.7985769
8063,0.49151614
8064,-0.20306513
8065,-0.26217842
8066,-0.40722495
8067,-0.31417623
8068,-0.29282978
8069,-0.2594417
8070,-0.10892173
8071,0.2824302
8072,0.28024083
8073,0.2955665
8074,0.22495896
8075,0.12370005
8076,-0.0016420361
8077,-0.22879037
8078,-0.5281883
8079,-0.51943076
8080,-0.47016966
8081,-0.41050902
8082,-0.2955665
8083,-0.32676518
8084,-0.3727422
8085,-0.25287357
8086,-0.13081555
8087,-0.0005473454
8088,0.18007663
8089,0.24302134
8090,0.27805144
8091,0.33716476
8092,0.28024083
8093,0.29885057
8094,0.20580186
8095,0.19594964
8096,0.18555008
8097,0.26600984
8098,0.1543514
8099,-0.17898194
8100,0.033935413
8101,-0.03448276
8102,-0.08210181
8103,-0.12862617
8104,-0.18992884
8105,-0.21674877
8106,0.2244116
8107,0.2676519
8108,0.33880678
8109,0.37766832
8110,0.53968257
8111,0.40120417
8112,-0.19102353
8113,-0.5829228
8114,-0.8648057
8115,-0.8226601
8116,-0.4619595
8117,-0.2605364
8118,0.033388067
8119,-0.037219487
8120,0.014778325
8121,0.06622879
8122,-0.03448276
8123,-0.05473454
8124,0.0711549
8125,0.056376573
8126,0.04269294
8127,0.08757526
8128,0.3076081
8129,0.42911878
8130,0.5363985
8131,0.47016966
8132,0.32950193
8133,0.18117131
8134,-0.50246304
8135,-0.46579093
8136,-0.33607006
8137,-0.28626162
8138,-0.19430761
8139,-0.13245758
8140,-0.11713191
8141,0.3076081
8142,0.31417623
8143,0.37000546
8144,0.44663382
8145,0.348659
8146,0.119868636
8147,0.13191023
8148,-0.1954023
8149,-0.3448276
8150,-0.2665572
8151,-0.2736727
8152,-0.32402846
8153,-0.40339354
8154,-0.43459222
8155,-0.23918992
8156,-0.2074439
8157,-0.01532567
8158,0.13902572
8159,0.15873016
8160,0.19704433
8161,0.3223864
8162,0.43130815
8163,0.43021345
8164,0.32129174
8165,0.14559387
8166,0.1724138
8167,0.15161467
8168,0.21674877
8169,-0.27531472
8170,-0.41817185
8171,-0.3338807
8172,-0.37547892
8173,-0.45648605
8174,-0.3377121
8175,-0.30815545
8176,0.08593322
8177,0.2556103
8178,0.21291736
8179,0.3114395
8180,0.6201423
8181,0.47345376
8182,0.068418175
8183,-0.22495896
8184,-0.71866447
8185,-0.50793654
8186,-0.3497537
8187,-0.3617953
8188,-0.1291735
8189,-0.2074439
8190,-0.26217842
8191,-0.15708812
8192,-0.17186645
8193,-0.15216202
8194,-0.007662835
8195,-0.11713191
8196,-0.07334428
8197,0.106732346
8198,0.3245758
8199,0.5303777
8200,0.5407772
8201,0.5106732
8202,0.31472358
8203,0.25725234
8204,-0.2293377
8205,-0.6015326
8206,-0.38970992
8207,-0.33333334
8208,-0.21839081
8209,-0.17077176
8210,-0.1904762
8211,-0.07279693
8212,0.2824302
8213,0.2353585
8214,0.13738368
8215,0.18226601
8216,0.23973727
8217,0.20470718
8218,0.17460318
8219,-0.0010946908
8220,0.012041599
8221,-0.0711549
8222,-0.24521072
8223,-0.43897098
8224,-0.4679803
8225,-0.42747673
8226,-0.20689656
8227,-0.19923371
8228,-0.14449918
8229,0.03776683
8230,0.06458675
8231,0.0711549
8232,0.23097976
8233,0.28078818
8234,0.25615764
8235,0.2413793
8236,0.27969348
8237,0.33223864
8238,0.48549536
8239,0.58347017
8240,0.093596056
8241,0.019704433
8242,-0.041050903
8243,-0.11494253
8244,-0.16420361
8245,-0.10892173
8246,-0.052545156
8247,0.28297755
8248,0.28133553
8249,0.2977559
8250,0.3596059
8251,-0.015873017
8252,-0.31308156
8253,-0.44006568
8254,-0.6622879
8255,-0.37712097
8256,-0.18500273
8257,0.05090312
8258,0.029009305
8259,-0.057471264
8260,-0.13957307
8261,-0.1351943
8262,-0.17788725
8263,-0.11713191
8264,-0.12315271
8265,-0.11603722
8266,-0.038314175
8267,0.15708812
8268,0.2966612
8269,0.46579093
8270,0.48221126
8271,0.28899837
8272,0.10782704
8273,-0.10290093
8274,-0.03065134
8275,-0.14614122
8276,-0.2545156
8277,-0.02244116
8278,0.0054734536
8279,-0.12972085
8280,-0.15106732
8281,-0.18609743
8282,-0.15818281
8283,0.009304872
8284,-0.11111111
8285,-0.20908593
8286,-0.16256158
8287,-0.055829227
8288,-0.06294472
8289,-0.111658454
8290,-0.24575807
8291,-0.37821564
8292,-0.516694
8293,-0.5281883
8294,-0.39354134
8295,-0.26272577
8296,-0.17350848
8297,-0.0010946908
8298,0.041050903
8299,0.06130268
8300,0.02244116
8301,0.03776683
8302,0.05473454
8303,0.09140668
8304,0.13957307
8305,0.1833607
8306,0.119321294
8307,0.119868636
8308,0.1954023
8309,0.1833607
8310,0.196497
8311,-0.09469075
8312,-0.1291735
8313,-0.07936508
8314,0.049261082
8315,0.094143406
8316,0.14449918
8317,0.10180624
8318,0.24794745
8319,0.40229884
8320,0.28516695
8321,-0.16694035
8322,-0.24630542
8323,-0.50136834
8324,-0.3585112
8325,0.03667214
8326,0.054187194
8327,0.18117131
8328,0.04488232
8329,-0.07279693
8330,-0.13902572
8331,-0.2364532
8332,-0.15489875
8333,0.04488232
8334,-0.013683635
8335,0.060207993
8336,0.1291735
8337,0.21784346
8338,0.43240285
8339,0.5577449
8340,0.49370554
8341,0.26546252
8342,0.052545156
8343,-0.03776683
8344,0.01423098
8345,0.10837439
8346,0.21948549
8347,0.092501365
8348,-0.055829227
8349,-0.074438974
8350,0.020251779
8351,0.036124796
8352,0.15161467
8353,0.08757526
8354,0.03284072
8355,0.02736727
8356,-0.05090312
8357,0.011494253
8358,0.10344828
8359,0.112753145
8360,0.04597701
8361,0.012041599
8362,-0.1652983
8363,-0.32621783
8364,-0.18992884
8365,-0.09469075
8366,-0.07772304
8367,-0.1543514
8368,-0.27203065
8369,-0.25232622
8370,-0.25779969
8371,-0.21510673
8372,-0.21565408
8373,-0.10892173
8374,-0.039408866
8375,0.07060755
8376,0.13191023
8377,0.124794744
8378,0.08210181
8379,0.0711549
8380,0.025725232
8381,0.019157087
8382,0.13793103
8383,0.17186645
8384,0.22769567
8385,0.20306513
8386,0.2244116
8387,0.3004926
8388,0.27805144
8389,0.2944718
8390,0.27093595
8391,0.039408866
8392,-0.24028462
8393,-0.2605364
8394,-0.39627805
8395,0.0010946908
8396,0.1483306
8397,0.19102353
8398,0.13081555
8399,-0.27640942
8400,-0.3798577
8401,-0.24521072
8402,-0.31581828
8403,-0.20470718
8404,-0.28899837
8405,-0.35030103
8406,-0.32402846
8407,-0.2616311
8408,-0.11713191
8409,0.060207993
8410,0.242474
8411,0.17515051
8412,0.19485496
8413,0.14012042
8414,0.17296115
8415,0.3464696
8416,0.31800765
8417,0.24192666
8418,0.15106732
8419,0.100164205
8420,0.060207993
8421,0.06403941
8422,0.12698413
8423,0.15489875
8424,0.057471264
8425,-0.10290093
8426,-0.21182266
8427,-0.21565408
8428,-0.11494253
8429,-0.13957307
8430,-0.111658454
8431,-0.10782704
8432,-0.018609744
8433,0.045429666
8434,0.12315271
8435,0.08593322
8436,0.010946907
8437,-0.08155446
8438,-0.25287357
8439,-0.2846196
8440,-0.24302134
8441,-0.12753147
8442,0.015873017
8443,0.07881773
8444,0.11548988
8445,0.16420361
8446,0.20853859
8447,0.18171866
8448,0.16475096
8449,0.23590586
8450,0.26546252
8451,0.3437329
8452,0.4619595
8453,0.49261084
8454,0.42747673
8455,0.43513957
8456,0.44334975
8457,0.2846196
8458,0.17515051
8459,0.25342092
8460,0.29994527
8461,0.10399562
8462,-0.22550629
8463,-0.23973727
8464,-0.48932678
8465,-0.23207444
8466,0.1242474
8467,0.14012042
8468,0.2304324
8469,0.09031199
8470,-0.0049261083
8471,0.11439519
8472,-0.026272578
8473,-0.010399562
8474,-0.079912424
8475,-0.38642582
8476,-0.43951833
8477,-0.42309797
8478,-0.24794745
8479,-0.079912424
8480,0.10782704
8481,0.1532567
8482,0.031746034
8483,0.026819924
8484,0.08374384
8485,0.23700054
8486,0.21510673
8487,0.046524357
8488,0.17952928
8489,0.073891625
8490,0.11713191
8491,0.19704433
8492,0.17788725
8493,0.07827039
8494,-0.111658454
8495,-0.3585112
8496,-0.44718117
8497,-0.48823208
8498,-0.3678161
8499,-0.16967706
8500,-0.10837439
8501,-0.1412151
8502,-0.03776683
8503,0.0651341
8504,0.10399562
8505,0.14559387
8506,0.12205802
8507,0.030103996
8508,-0.01642036
8509,-0.13245758
8510,-0.15982485
8511,-0.14449918
8512,-0.12370005
8513,-0.16201423
8514,-0.31581828
8515,-0.3497537
8516,-0.3218391
8517,-0.22167487
8518,-0.13300492
8519,-0.019157087
8520,0.06622879
8521,0.13245758
8522,0.24794745
8523,0.24685277
8524,0.25396827
8525,0.2703886
8526,0.23152709
8527,0.20689656
8528,0.13793103
8529,0.18117131
8530,0.272578
8531,0.3798577
8532,0.029009305
8533,-0.332786
8534,-0.41379312
8535,-0.44663382
8536,0.07881773
8537,0.21784346
8538,0.26382047
8539,0.31691298
8540,-0.015873017
8541,0.06622879
8542,0.25068417
8543,0.019704433
8544,0.0892173
8545,-0.13957307
8546,-0.3065134
8547,-0.25725234
8548,-0.25177887
8549,-0.018062398
8550,0.03776683
8551,0.033388067
8552,-0.033388067
8553,-0.040503558
8554,-0.046524357
8555,0.009304872
8556,0.11767925
8557,0.055829227
8558,-0.025177887
8559,-0.06403941
8560,0.009852217
8561,0.24302134
8562,0.34428024
8563,0.36726874
8564,0.25725234
8565,0.09742748
8566,-0.017515052
8567,-0.051450465
8568,0.02736727
8569,-0.017515052
8570,-0.03284072
8571,-0.10290093
8572,-0.06951286
8573,-0.03448276
8574,-0.011494253
8575,-0.055829227
8576,-0.14012042
8577,-0.2556103
8578,-0.33223864
8579,-0.36726874
8580,-0.3316913
8581,-0.22879037
8582,-0.23207444
8583,-0.20689656
8584,-0.20361248
8585,-0.22879037
8586,-0.18390805
8587,-0.18555008
8588,-0.1724138
8589,-0.12534209
8590,-0.06130268
8591,-0.037219487
8592,-0.032293376
8593,0.020251779
8594,-0.020251779
8595,-0.06951286
8596,-0.033388067
8597,0.0049261083
8598,0.08757526
8599,0.20415983
8600,0.37438422
8601,0.5232622
8602,0.63711
8603,0.39354134
8604,0.02244116
8605,-0.020799125
8606,-0.14942528
8607,0.16803503
8608,0.36398467
8609,0.24356869
8610,0.29830322
8611,0.09578544
8612,-0.19266558
8613,-0.07772304
8614,-0.30925015
8615,-0.35030103
8616,-0.42802408
8617,-0.54241925
8618,-0.3097975
8619,-0.08757526
8620,0.08593322
8621,0.21237001
8622,0.12096333
8623,-0.0010946908
8624,-0.06732348
8625,-0.0591133
8626,-0.06896552
8627,0.026272578
8628,0.026819924
8629,-0.068418175
8630,-0.1472359
8631,-0.17405583
8632,-0.111658454
8633,-0.079912424
8634,-0.092501365
8635,-0.094143406
8636,-0.048166394
8637,0.00821018
8638,0.08538588
8639,0.106185004
8640,0.087027915
8641,0.11001642
8642,0.04269294
8643,-0.014778325
8644,-0.039408866
8645,-0.061850026
8646,0.0065681445
8647,0.030103996
8648,-0.018609744
8649,-0.0005473454
8650,-0.036124796
8651,-0.13793103
8652,-0.12151067
8653,-0.118773945
8654,-0.119868636
8655,-0.05801861
8656,0.019704433
8657,0.11767925
8658,0.17569786
8659,0.19978106
8660,0.21729611
8661,0.105637655
8662,0.023535851
8663,0.02134647
8664,-0.026819924
8665,-0.022988506
8666,0.06622879
8667,0.06732348
8668,0.09578544
8669,0.09688013
8670,0.106732346
8671,0.079912424
8672,0.14997263
8673,0.27312535
8674,0.14559387
8675,-0.07170224
8676,0.0027367268
8677,-0.15161467
8678,-0.0049261083
8679,0.2484948
8680,0.093596056
8681,0.10782704
8682,0.166393
8683,-0.011494253
8684,0.34701696
8685,0.31800765
8686,0.13300492
8687,0.0010946908
8688,-0.22824302
8689,-0.23754789
8690,-0.074438974
8691,-0.15161467
8692,-0.03776683
8693,0.06403941
8694,-0.05199781
8695,-0.059660647
8696,-0.08155446
8697,-0.13847838
8698,-0.053639848
8699,-0.1483306
8700,-0.2556103
8701,-0.25177887
8702,-0.16091955
8703,-0.14559387
8704,-0.08374384
8705,-0.060207993
8706,-0.0027367268
8707,0.06732348
8708,0.039956212
8709,0.030103996
8710,0.03886152
8711,0.015873017
8712,-0.0651341
8713,-0.17515051
8714,-0.19813903
8715,-0.1423098
8716,-0.07772304
8717,-0.024083197
8718,0.05801861
8719,0.042145595
8720,0.08757526
8721,0.14066777
8722,0.062397372
8723,0.106185004
8724,0.10892173
8725,0.06896552
8726,0.03667214
8727,-0.010946907
8728,-0.061850026
8729,-0.100164205
8730,-0.15654078
8731,-0.26327312
8732,-0.22769567
8733,-0.20525451
8734,-0.12260536
8735,-0.111658454
8736,-0.032293376
8737,-0.021893814
8738,-0.036124796
8739,0.0065681445
8740,0.03284072
8741,0.031198686
8742,0.10235359
8743,0.19813903
8744,0.28133553
8745,0.25232622
8746,0.019704433
8747,0.035030104
8748,-0.026819924
8749,-0.1472359
8750,-0.11494253
8751,-0.12753147
8752,-0.1603722
8753,-0.074986316
8754,-0.06294472
8755,0.06896552
8756,0.14887795
8757,0.093596056
8758,0.13847838
8759,0.17186645
8760,0.074986316
8761,0.09085933
8762,0.06130268
8763,0.03557745
8764,0.037219487
8765,-0.03776683
8766,-0.04871374
8767,-0.07334428
8768,-0.15051998
8769,-0.1291735
8770,-0.13683635
8771,-0.16967706
8772,-0.13738368
8773,-0.12205802
8774,-0.1122058
8775,-0.011494253
8776,0.02736727
8777,0.098522164
8778,0.15270936
8779,0.13245758
8780,0.11439519
8781,0.11439519
8782,0.042145595
8783,0.02736727
8784,-0.060207993
8785,-0.14997263
8786,-0.15489875
8787,-0.23097976
8788,-0.28297755
8789,-0.23918992
8790,-0.21072797
8791,-0.2304324
8792,-0.14942528
8793,-0.12643678
8794,-0.042145595
8795,0.06896552
8796,0.11056376
8797,0.1724138
8798,0.15654078
8799,0.081007116
8800,0.024083197
8801,0.0005473454
8802,0.025725232
8803,0.048166394
8804,0.02134647
8805,0.059660647
8806,0.00711549
8807,-0.06130268
8808,-0.032293376
8809,-0.0060207993
8810,-0.0016420361
8811,0.099616855
8812,0.16310892
8813,0.22003284
8814,0.21291736
8815,0.20853859
8816,0.20689656
8817,0.049261082
8818,-0.18117131
8819,-0.17350848
8820,-0.24521072
8821,-0.20197044
8822,-0.013136289
8823,-0.058565956
8824,-0.024630541
8825,0.019157087
8826,-0.06732348
8827,0.08374384
8828,0.13191023
8829,0.14778325
8830,0.2605364
8831,0.2605364
8832,0.16584565
8833,0.19704433
8834,0.22660099
8835,0.18992884
8836,0.12588944
8837,0.009304872
8838,-0.011494253
8839,0.011494253
8840,0.01423098
8841,0.14559387
8842,0.13245758
8843,0.050355773
8844,0.03667214
8845,-0.011494253
8846,-0.018062398
8847,0.024083197
8848,0.012588943
8849,-0.024083197
8850,-0.0892173
8851,-0.1412151
8852,-0.15982485
8853,-0.12643678
8854,-0.054187194
8855,-0.015873017
8856,-0.081007116
8857,-0.10837439
8858,-0.079912424
8859,-0.066776134
8860,0.010399562
8861,0.04378763
8862,0.0021893815
8863,0.045429666
8864,0.04761905
8865,0.036124796
8866,0.06732348
8867,0.05528188
8868,-0.004378763
8869,-0.105637655
8870,-0.13355227
8871,-0.11548988
8872,-0.074438974
8873,-0.05090312
8874,-0.07936508
8875,-0.098522164
8876,-0.11494253
8877,-0.07060755
8878,-0.033935413
8879,0.06403941
8880,0.027914613
8881,-0.013136289
8882,-0.036124796
8883,-0.06568144
8884,-0.08593322
8885,0.029009305
8886,0.14176245
8887,0.2244116
8888,-0.019157087
8889,-0.2074439
8890,-0.06896552
8891,-0.0952381
8892,0.1472359
8893,0.2676519
8894,0.1242474
8895,0.20032841
8896,0.15873016
8897,0.10454296
8898,0.38916257
8899,0.21291736
8900,0.09031199
8901,0.074986316
8902,-0.11439519
8903,-0.16365626
8904,-0.08374384
8905,-0.16365626
8906,-0.0010946908
8907,-0.0021893815
8908,-0.057471264
8909,0.20470718
8910,0.23754789
8911,0.17624521
8912,0.1904762
8913,0.08593322
8914,0.048166394
8915,-0.039956212
8916,-0.013136289
8917,0.045429666
8918,0.020251779
8919,0.039408866
8920,0.05473454
8921,0.026272578
8922,0.07060755
8923,0.13245758
8924,0.06130268
8925,0.042145595
8926,0.0
8927,0.0651341
8928,0.18609743
8929,0.20087576
8930,0.19266558
8931,0.12096333
8932,0.08045977
8933,0.06130268
8934,0.053639848
8935,0.040503558
8936,-0.012588943
8937,-0.04159825
8938,-0.037219487
8939,-0.04761905
8940,-0.03065134
8941,-0.06294472
8942,-0.019704433
8943,0.068418175
8944,0.026272578
8945,0.10782704
8946,0.11384784
8947,0.014778325
8948,-0.11056376
8949,-0.21182266
8950,-0.22331691
8951,-0.100164205
8952,-0.11713191
8953,-0.111658454
8954,-0.0591133
8955,0.0032840723
8956,0.049808428
8957,0.12753147
8958,0.3125342
8959,0.32731253
8960,-0.13136289
8961,-0.26327312
8962,-0.2736727
8963,-0.38533115
8964,-0.043240286
8965,-0.1012589
8966,-0.1483306
8967,-0.14504652
8968,-0.33990148
8969,-0.09906951
8970,0.0016420361
8971,-0.14614122
8972,-0.055829227
8973,-0.13464697
8974,-0.1122058
8975,0.08155446
8976,0.11603722
8977,0.21510673
8978,0.23316912
8979,0.09140668
8980,0.12534209
8981,0.25396827
8982,0.13793103
8983,-0.07060755
8984,-0.28297755
8985,-0.3437329
8986,-0.3738369
8987,-0.23700054
8988,-0.15216202
8989,-0.0952381
8990,-0.08374384
8991,-0.10892173
8992,0.10071155
8993,0.27093595
8994,0.3316913
8995,0.3218391
8996,0.15106732
8997,0.027914613
8998,-0.020251779
8999,-0.099616855
9000,0.026272578
9001,0.0771757
9002,-0.081007116
9003,-0.119868636
9004,0.008757526
9005,-0.0049261083
9006,0.013683635
9007,0.06130268
9008,0.033388067
9009,0.04761905
9010,0.11767925
9011,0.18883416
9012,0.2857143
9013,0.23700054
9014,0.272578
9015,0.33223864
9016,0.3727422
9017,0.28078818
9018,0.0591133
9019,-0.068418175
9020,-0.25779969
9021,-0.3426382
9022,-0.3097975
9023,-0.112753145
9024,-0.136289
9025,-0.120415986
9026,-0.066776134
9027,0.01423098
9028,0.08483853
9029,0.25123152
9030,0.42528737
9031,0.3727422
9032,-0.16748768
9033,-0.24411604
9034,-0.26984128
9035,-0.2484948
9036,0.16420361
9037,0.019157087
9038,-0.052545156
9039,-0.018062398
9040,-0.15818281
9041,0.07662835
9042,0.09688013
9043,-0.08374384
9044,-0.15489875
9045,-0.31034482
9046,-0.1291735
9047,-0.053092502
9048,0.018062398
9049,0.07170224
9050,0.13847838
9051,0.19102353
9052,0.24028462
9053,0.18117131
9054,-0.068418175
9055,-0.4559387
9056,-0.53092504
9057,-0.5960591
9058,-0.50136834
9059,-0.39956212
9060,-0.38423645
9061,-0.23371647
9062,-0.21893816
9063,-0.17296115
9064,0.04761905
9065,0.22112752
9066,0.20689656
9067,0.024630541
9068,-0.1122058
9069,-0.10946908
9070,-0.05473454
9071,0.099616855
9072,0.2474001
9073,0.2605364
9074,0.081007116
9075,0.04269294
9076,0.031198686
9077,0.0005473454
9078,-0.04159825
9079,-0.07224959
9080,-0.14012042
9081,-0.13191023
9082,-0.057471264
9083,0.00821018
9084,0.093048714
9085,0.079912424
9086,0.13738368
9087,0.28188288
9088,0.14449918
9089,-0.00821018
9090,-0.16091955
9091,-0.23316912
9092,-0.21291736
9093,-0.07608101
9094,-0.004378763
9095,-0.03667214
9096,-0.060207993
9097,-0.081007116
9098,0.0054734536
9099,0.036124796
9100,0.14176245
9101,0.15216202
9102,0.07608101
9103,0.04871374
9104,-0.09797482
9105,-0.4559387
9106,-0.26600984
9107,-0.22988506
9108,-0.21127531
9109,0.112753145
9110,-0.1182266
9111,-0.09140668
9112,0.051450465
9113,0.018609744
9114,0.20415983
9115,0.17296115
9116,0.07170224
9117,-0.03284072
9118,-0.11713191
9119,-0.02846196
9120,0.09688013
9121,0.24028462
9122,0.26600984
9123,0.074438974
9124,-0.08538588
9125,-0.21291736
9126,-0.05801861
9127,-0.01423098
9128,0.092501365
9129,0.166393
9130,0.03065134
9131,0.14449918
9132,0.15818281
9133,0.10071155
9134,0.073891625
9135,0.15708812
9136,0.08483853
9137,-0.062397372
9138,-0.1844554
9139,-0.30541873
9140,-0.27695677
9141,-0.07060755
9142,0.05692392
9143,0.14614122
9144,0.15380405
9145,0.061850026
9146,0.019157087
9147,0.0952381
9148,0.24466339
9149,0.27093595
9150,0.23809524
9151,0.2824302
9152,0.2665572
9153,0.24028462
9154,0.22058019
9155,0.22058019
9156,0.24192666
9157,0.11111111
9158,-0.13081555
9159,-0.25232622
9160,-0.43021345
9161,-0.39737275
9162,-0.21018063
9163,-0.09085933
9164,-0.049808428
9165,-0.025177887
9166,0.05692392
9167,0.12151067
9168,0.23700054
9169,0.27422002
9170,0.34154353
9171,0.17624521
9172,-0.15599343
9173,-0.26984128
9174,-0.31472358
9175,-0.21729611
9176,0.016967706
9177,0.20908593
9178,0.2293377
9179,-0.22386426
9180,-0.31691298
9181,-0.22824302
9182,-0.21729611
